季度,事件,名称,明细
2023Q3,入库,"ts_corr(high,low,244)",专属cyb IC=+0.081 方向=+1
2023Q3,入库,"div(ema(open,20),ts_min(ts_zscore(close,244),20))",专属cyb IC=+0.140 方向=+1
2023Q3,入库,"ts_tsi(ts_zscore(add(ts_mean(low,244),div(ts_tsi(returns,5),open)),3),5)",专属cyb IC=+0.075 方向=-1
2023Q3,入库,"ts_argmin(ts_slope(low,3),20)",专属kc50 IC=+0.071 方向=-1
2023Q3,入库,"div(open,low)",专属kc50 IC=+0.021 方向=-1
2023Q3,入库,"ema(ts_min(ts_sum(delta(volume,40),5),3),60)",专属kc50 IC=+0.032 方向=-1
2023Q3,入库,"ts_argmin(volume,20)",专属kc50 IC=+0.089 方向=+1
2023Q3,入库,"ts_rank(ts_std(close,40),60)",专属kc50 IC=+0.047 方向=-1
2023Q3,入库,"ts_corr(ts_er(low,60),add(returns,high),10)",专属kc50 IC=+0.029 方向=+1
2023Q3,入库,"ts_slope(open,60)",专属kc50 IC=+0.101 方向=-1
2023Q3,入库,"mul(close,ts_sum(ts_argmax(ts_er(high,120),20),244))",专属hongli IC=+0.196 方向=-1
2023Q3,入库,"mul(low,ts_sum(beta120,244))",专属hongli IC=+0.171 方向=-1
2023Q3,入库,"mul(low,ts_sum(ts_sum(ts_decay_linear(close,244),10),244))",专属hongli IC=+0.189 方向=-1
2023Q3,入库,"add(sub(high,ts_std(entropy120,120)),ts_min(ts_zscore(returns,40),120))",专属hongli IC=+0.204 方向=-1
2023Q3,入库,"mul(sign(volume),abs(returns))",专属hongli IC=+0.022 方向=+1
2023Q3,入库,"mul(low,div(returns,ts_zscore(high,244)))",专属hongli IC=+0.042 方向=+1
2023Q3,入库,"ts_min(ts_min(close,10),20)",专属hongli IC=+0.036 方向=-1
2023Q3,入库,"delay(close,20)",专属hongli IC=+0.019 方向=-1
2023Q3,入库,"ts_sum(mul(mul(low,delay(mul(volume,open),244)),close),120)",专属hongli IC=+0.099 方向=-1
2023Q4,立即退役,"ts_std(div(open,volume),3)",IC=-0.071
2023Q4,立即退役,"delta(ts_er(amount,5),5)",IC=-0.028
2023Q4,黄牌退役,"div(ts_std(returns,20),low)",IC=-0.010
2023Q4,立即退役,"ts_argmin(sub(open,high),60)",IC=-0.047
2023Q4,立即退役,"div(sub(close,beta120),ts_zscore(amount,60))",IC=-0.022
2023Q4,立即退役,"delay(ts_tsi(ts_tsi(high,60),60),40)",IC=-0.036
2023Q4,立即退役,"abs(delta(returns,10))",IC=-0.055
2023Q4,立即退役,"abs(delta(div(close,low),10))",IC=-0.044
2023Q4,立即退役,"ts_rank(beta120,3)",IC=-0.024
2023Q4,黄牌退役,"abs(ts_slope(ssqrt(returns),40))",IC=-0.003
2023Q4,立即退役,"ssqrt(div(beta120,add(returns,ts_std(div(returns,beta120),3)",IC=-0.024
2023Q4,立即退役,"ts_decay_linear(mul(ts_tsi(returns,244),delta(high,120)),20)",IC=-0.112
2023Q4,立即退役,"ssqrt(delta(volume,5))",IC=-0.033
2023Q4,黄牌退役,"ssqrt(ts_tsi(amount,5))",IC=-0.012
2023Q4,立即退役,"ts_er(volume,5)",IC=-0.022
2023Q4,立即退役,"ts_corr(close,entropy120,20)",IC=-0.021
2023Q4,立即退役,"ema(ts_rank(ts_er(entropy120,3),3),120)",IC=-0.034
2023Q4,立即退役,"ts_tsi(delta(ts_rank(amount,40),20),5)",IC=-0.033
2023Q4,立即退役,"ts_er(ssqrt(ts_argmin(ssqrt(amount),10)),5)",IC=-0.022
2023Q4,立即退役,"ts_er(ssqrt(ts_zscore(ts_er(high,120),3)),5)",IC=-0.070
2023Q4,立即退役,"delay(delay(ssqrt(returns),20),20)",IC=-0.082
2023Q4,立即退役,"ts_min(add(low,ts_mean(ts_max(low,5),244)),20)",IC=-0.084
2023Q4,立即退役,"delta(abs(ts_zscore(volume,20)),60)",IC=-0.022
2023Q4,立即退役,"ts_corr(ts_er(low,60),add(returns,high),10)",IC=-0.039
2023Q4,复职,"ts_tsi(ts_zscore(ts_zscore(returns,120),5),10)",场外IC=+0.044
2023Q4,复职,"ts_er(div(low,close),5)",场外IC=+0.023
2023Q4,复职,"mul(ts_std(close,3),ts_sum(volume,120))",场外IC=+0.038
2023Q4,复职,"ema(ts_rank(ts_argmin(close,244),5),5)",场外IC=+0.023
2023Q4,复职,"ts_std(div(beta120,close),3)",场外IC=+0.070
2023Q4,复职,"mul(returns,delta(returns,10))",场外IC=+0.047
2023Q4,复职,"ts_std(neg(volume),5)",场外IC=+0.072
2023Q4,复职,"ts_zscore(ts_std(ts_max(close,60),120),3)",场外IC=+0.042
2023Q4,复职,"ts_std(high,60)",场外IC=+0.050
2023Q4,复职,"ts_er(sub(open,high),40)",场外IC=+0.082
2023Q4,复职,"ts_er(ts_argmax(slog(volume),5),40)",场外IC=+0.052
2023Q4,复职,"ts_std(div(slog(open),ts_mean(close,40)),3)",场外IC=+0.044
2023Q4,复职,"ts_std(mul(volume,mul(returns,ts_sum(ts_sum(returns,3),60)))",场外IC=+0.088
2023Q4,复职,"ts_max(ssqrt(returns),10)",场外IC=+0.029
2023Q4,复职,"abs(ema(ts_zscore(sub(beta120,volume),40),5))",场外IC=+0.063
2023Q4,复职,"ts_std(ts_std(ts_std(amount,20),40),3)",场外IC=+0.079
2023Q4,复职,"div(low,ts_std(ts_sum(amount,3),5))",场外IC=+0.051
2023Q4,复职,"mul(mul(ts_tsi(beta120,244),delta(delay(add(volume,close),10",场外IC=+0.079
2023Q4,复职,"ts_std(ts_std(ts_max(open,10),20),10)",场外IC=+0.046
2023Q4,复职,"ts_argmin(ts_rank(ts_er(ts_zscore(close,244),5),5),3)",场外IC=+0.125
2023Q4,复职,"ts_max(ts_corr(ts_corr(close,amount,5),add(close,close),244)",场外IC=+0.055
2023Q4,入库,"delta(open,5)",专属hs300 IC=+0.174 方向=-1
2023Q4,入库,"ema(ts_zscore(ts_argmin(returns,20),10),20)",专属hs300 IC=+0.060 方向=-1
2023Q4,入库,"ts_zscore(ts_std(ts_decay_linear(amount,20),5),244)",专属hs300 IC=+0.016 方向=+1
2023Q4,入库,"ts_zscore(ts_std(high,3),20)",专属hs300 IC=+0.057 方向=+1
2023Q4,入库,"delta(ts_std(entropy120,3),10)",专属hs300 IC=+0.066 方向=+1
2023Q4,入库,"delta(ts_std(high,3),10)",专属hs300 IC=+0.059 方向=+1
2023Q4,入库,"ts_std(ts_decay_linear(high,20),3)",专属hs300 IC=+0.058 方向=+1
2023Q4,入库,"ts_std(ts_decay_linear(amount,40),5)",专属zz500 IC=+0.074 方向=+1
2023Q4,入库,"ts_std(ts_std(ts_decay_linear(amount,244),5),5)",专属zz500 IC=+0.053 方向=+1
2023Q4,入库,"ts_std(abs(mul(ssqrt(open),ts_decay_linear(returns,20))),5)",专属zz500 IC=+0.098 方向=+1
2023Q4,入库,"ts_argmax(ts_std(ts_std(close,5),5),60)",专属zz500 IC=+0.106 方向=-1
2023Q4,入库,"ts_tsi(ts_std(returns,5),40)",专属zz500 IC=+0.149 方向=+1
2023Q4,入库,"mul(sub(open,high),ts_std(close,3))",专属zz1000 IC=+0.093 方向=-1
2023Q4,入库,"mul(abs(ema(entropy120,60)),ts_std(high,5))",专属zz1000 IC=+0.103 方向=+1
2023Q4,入库,"div(high,sub(sub(open,high),returns))",专属zz1000 IC=+0.040 方向=+1
2023Q4,入库,"mul(mul(sub(open,high),ts_argmin(open,60)),ts_std(returns,3))",专属zz1000 IC=+0.031 方向=-1
2023Q4,入库,"ts_corr(delay(delay(open,3),3),open,20)",专属cyb IC=+0.097 方向=+1
2023Q4,入库,"ts_corr(ts_decay_linear(ts_decay_linear(low,3),3),close,20)",专属cyb IC=+0.074 方向=+1
2023Q4,入库,"ts_corr(ts_decay_linear(open,3),mul(ssqrt(beta120),ts_decay_linear(open,10)),20)",专属cyb IC=+0.121 方向=+1
2023Q4,入库,"ts_corr(low,open,20)",专属cyb IC=+0.065 方向=+1
2023Q4,入库,"ts_corr(ts_max(delay(open,3),3),delay(open,3),20)",专属cyb IC=+0.054 方向=+1
2023Q4,入库,"ts_corr(delay(delta(low,40),3),low,20)",专属cyb IC=+0.053 方向=+1
2023Q4,入库,"ts_corr(ts_decay_linear(close,60),neg(add(high,beta120)),20)",专属cyb IC=+0.134 方向=-1
2023Q4,入库,"ts_corr(slog(open),entropy120,20)",专属cyb IC=+0.092 方向=+1
2023Q4,入库,"ts_corr(delay(close,5),delay(close,5),20)",专属cyb IC=+0.044 方向=+1
2023Q4,入库,"ts_corr(delay(open,3),low,244)",专属cyb IC=+0.074 方向=+1
2023Q4,入库,"delta(ts_corr(slog(ts_min(open,60)),amount,40),244)",专属cyb IC=+0.048 方向=+1
2023Q4,入库,"ts_argmax(ts_std(low,5),20)",专属kc50 IC=+0.051 方向=-1
2023Q4,入库,"ts_argmin(delta(returns,10),20)",专属kc50 IC=+0.077 方向=-1
2023Q4,入库,"neg(ts_corr(add(low,high),ts_tsi(close,5),20))",专属kc50 IC=+0.036 方向=-1
2023Q4,入库,"mul(ema(ts_argmin(ts_corr(returns,volume,60),5),60),open)",专属kc50 IC=+0.081 方向=-1
2023Q4,入库,"mul(ema(open,60),mul(ema(open,120),delay(amount,10)))",专属kc50 IC=+0.107 方向=-1
2023Q4,入库,"ssqrt(delay(ssqrt(low),244))",专属hongli IC=+0.027 方向=-1
2023Q4,入库,"sub(ts_rank(beta120,244),neg(low))",专属hongli IC=+0.219 方向=-1
2023Q4,入库,"ts_std(delta(delta(beta120,10),60),5)",专属hongli IC=+0.041 方向=+1
2023Q4,入库,"ts_mean(high,20)",专属hongli IC=+0.083 方向=-1
2023Q4,入库,"ts_rank(delta(amount,60),40)",专属hongli IC=+0.024 方向=+1
2024Q1,黄牌退役,"delay(delay(close,40),60)",IC=-0.019
2024Q1,立即退役,"ts_min(abs(neg(returns)),60)",IC=-0.068
2024Q1,立即退役,"ts_max(ts_argmax(volume,3),3)",IC=-0.030
2024Q1,立即退役,"ema(ts_rank(ts_argmin(close,244),5),5)",IC=-0.063
2024Q1,立即退役,"ts_max(low,244)",IC=-0.034
2024Q1,立即退役,"ts_max(ts_zscore(ts_std(volume,244),40),120)",IC=-0.068
2024Q1,立即退役,"add(delay(ema(beta120,5),20),ts_rank(amount,10))",IC=-0.043
2024Q1,立即退役,"abs(mul(ts_mean(abs(returns),244),ts_zscore(open,3)))",IC=-0.035
2024Q1,立即退役,"ts_argmax(neg(returns),5)",IC=-0.025
2024Q1,立即退役,"mul(ts_zscore(ts_rank(ts_rank(ts_rank(returns,120),120),5),5",IC=-0.068
2024Q1,立即退役,"ts_std(slog(sub(ts_max(amount,10),ts_mean(entropy120,244))),",IC=-0.032
2024Q1,立即退役,"abs(ts_slope(low,3))",IC=-0.088
2024Q1,立即退役,"ts_decay_linear(div(open,high),3)",IC=-0.029
2024Q1,立即退役,"ssqrt(slog(mul(returns,ema(delta(returns,244),244))))",IC=-0.039
2024Q1,黄牌退役,"ts_std(div(mul(returns,ts_corr(open,returns,244)),beta120),3",IC=-0.012
2024Q1,立即退役,"abs(mul(mul(volume,ts_zscore(amount,10)),ts_tsi(ts_argmax(cl",IC=-0.027
2024Q1,立即退役,"ts_std(ts_std(ts_std(ts_std(amount,40),3),3),3)",IC=-0.027
2024Q1,立即退役,"abs(ts_std(slog(amount),20))",IC=-0.068
2024Q1,立即退役,"ts_std(neg(delta(abs(returns),244)),3)",IC=-0.024
2024Q1,立即退役,"div(ts_max(low,20),ts_std(ts_sum(volume,120),5))",IC=-0.021
2024Q1,立即退役,"ts_std(ts_std(ts_max(open,10),20),10)",IC=-0.053
2024Q1,立即退役,"delay(volume,40)",IC=-0.074
2024Q1,立即退役,"ts_std(div(low,ts_max(volume,5)),3)",IC=-0.052
2024Q1,立即退役,"mul(ts_er(ts_zscore(returns,20),10),delta(ts_tsi(open,244),2",IC=-0.040
2024Q1,立即退役,"abs(ssqrt(ts_zscore(ema(amount,40),20)))",IC=-0.043
2024Q1,立即退役,"ts_argmin(ts_tsi(entropy120,10),3)",IC=-0.077
2024Q1,立即退役,"ts_tsi(ts_zscore(ts_argmax(volume,5),60),40)",IC=-0.055
2024Q1,立即退役,"ts_tsi(div(open,high),244)",IC=-0.095
2024Q1,立即退役,"abs(ts_zscore(open,3))",IC=-0.065
2024Q1,立即退役,"delta(ts_tsi(abs(ts_er(volume,20)),3),40)",IC=-0.022
2024Q1,立即退役,"ts_std(slog(amount),20)",IC=-0.052
2024Q1,立即退役,"ts_std(ts_tsi(volume,244),20)",IC=-0.055
2024Q1,立即退役,"delay(ts_tsi(volume,244),120)",IC=-0.036
2024Q1,立即退役,"ts_zscore(ts_std(high,3),20)",IC=-0.101
2024Q1,立即退役,"delta(ts_std(high,3),10)",IC=-0.038
2024Q1,立即退役,"div(high,sub(sub(open,high),returns))",IC=-0.023
2024Q1,立即退役,"mul(mul(sub(open,high),ts_argmin(open,60)),ts_std(returns,3)",IC=-0.028
2024Q1,复职,"ssqrt(ts_argmax(volume,5))",场外IC=+0.046
2024Q1,复职,"delta(ts_zscore(ts_zscore(neg(div(close,low)),10),5),5)",场外IC=+0.065
2024Q1,复职,"ts_slope(ts_min(ts_std(neg(volume),60),60),60)",场外IC=+0.031
2024Q1,复职,"ts_max(ssqrt(returns),3)",场外IC=+0.038
2024Q1,复职,"neg(div(high,ts_zscore(returns,5)))",场外IC=+0.057
2024Q1,复职,"ts_rank(mul(ts_zscore(close,10),ts_er(volume,244)),60)",场外IC=+0.048
2024Q1,复职,"abs(mul(mul(ts_slope(ts_slope(volume,3),40),mul(ts_slope(vol",场外IC=+0.078
2024Q1,复职,"abs(mul(ts_slope(volume,10),ts_slope(volume,60)))",场外IC=+0.173
2024Q1,复职,"abs(mul(mul(ts_std(entropy120,120),mul(ts_slope(volume,10),t",场外IC=+0.115
2024Q1,复职,"abs(mul(mul(ts_std(entropy120,120),mul(entropy120,ts_slope(v",场外IC=+0.039
2024Q1,复职,"div(ssqrt(returns),ts_zscore(low,120))",场外IC=+0.039
2024Q1,复职,"abs(delta(add(volume,amount),5))",场外IC=+0.044
2024Q1,复职,"ts_decay_linear(mul(ts_tsi(beta120,244),ts_tsi(beta120,244))",场外IC=+0.073
2024Q1,复职,"ts_std(slog(open),3)",场外IC=+0.041
2024Q1,复职,"sub(abs(ts_argmax(ts_er(low,40),120)),ts_argmax(ema(low,120)",场外IC=+0.060
2024Q1,复职,"sign(ts_slope(abs(returns),3))",场外IC=+0.031
2024Q1,入库,"ema(ts_argmin(ts_argmin(delta(ts_slope(high,5),3),3),3),5)",专属hs300 IC=+0.035 方向=+1
2024Q1,入库,"ema(ts_argmin(ts_argmin(delta(high,3),3),3),5)",专属hs300 IC=+0.026 方向=+1
2024Q1,入库,"abs(mul(ts_tsi(amount,60),ts_argmin(ts_argmin(ts_argmin(high,3),5),3)))",专属hs300 IC=+0.068 方向=+1
2024Q1,入库,"ema(ts_argmin(ts_argmin(delta(ts_slope(close,5),3),3),3),5)",专属hs300 IC=+0.025 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_argmin(high,3),5),5)",专属hs300 IC=+0.018 方向=+1
2024Q1,入库,"ts_decay_linear(ts_argmin(ts_argmin(ts_slope(ts_slope(high,5),3),3),3),5)",专属hs300 IC=+0.065 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_argmin(ts_argmin(ts_slope(close,5),3),3),5),3)",专属hs300 IC=+0.053 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_argmin(high,3),5),3)",专属hs300 IC=+0.084 方向=+1
2024Q1,入库,"ts_argmin(ts_slope(ts_slope(close,5),5),3)",专属hs300 IC=+0.082 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_argmin(ts_argmin(ts_slope(close,5),3),5),3),5)",专属hs300 IC=+0.080 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_slope(ts_slope(close,5),5),3),3)",专属hs300 IC=+0.091 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_argmin(open,3),5),3)",专属hs300 IC=+0.094 方向=+1
2024Q1,入库,"ts_argmin(ts_argmin(ts_argmin(delta(high,3),3),3),5)",专属hs300 IC=+0.080 方向=+1
2024Q1,入库,"ts_corr(returns,low,5)",专属zz500 IC=+0.051 方向=+1
2024Q1,入库,"ts_std(low,5)",专属zz500 IC=+0.098 方向=+1
2024Q1,入库,"ts_er(ts_er(volume,60),40)",专属zz500 IC=+0.062 方向=+1
2024Q1,入库,"abs(ts_slope(ts_decay_linear(close,60),5))",专属zz500 IC=+0.142 方向=+1
2024Q1,入库,"mul(mul(ts_std(ssqrt(ts_std(high,20)),20),ssqrt(abs(returns))),ts_std(ts_std(amo",专属zz1000 IC=+0.108 方向=+1
2024Q1,入库,"mul(ts_std(high,3),ts_std(ts_std(amount,3),5))",专属zz1000 IC=+0.086 方向=+1
2024Q1,入库,"mul(mul(ts_std(ts_argmax(returns,40),20),ssqrt(abs(returns))),ts_std(abs(returns",专属zz1000 IC=+0.098 方向=+1
2024Q1,入库,"mul(mul(ts_std(ssqrt(ts_argmax(returns,40)),20),ssqrt(abs(returns))),ts_std(ssqr",专属zz1000 IC=+0.111 方向=+1
2024Q1,入库,"ts_corr(high,returns,60)",专属cyb IC=+0.078 方向=+1
2024Q1,入库,"mul(ts_rank(open,3),open)",专属cyb IC=+0.117 方向=-1
2024Q1,入库,"sign(ts_er(open,20))",专属cyb IC=+0.065 方向=+1
2024Q1,入库,"delay(ts_slope(ts_argmin(delay(high,244),60),60),244)",专属cyb IC=+0.023 方向=-1
2024Q1,入库,"ts_corr(ts_std(entropy120,40),returns,60)",专属cyb IC=+0.058 方向=-1
2024Q1,入库,"ts_corr(amount,ts_argmin(ts_er(ts_er(open,120),60),244),20)",专属cyb IC=+0.055 方向=+1
2024Q1,入库,"ts_tsi(ts_std(returns,3),244)",专属cyb IC=+0.038 方向=+1
2024Q1,入库,"ts_rank(mul(beta120,high),3)",专属cyb IC=+0.038 方向=-1
2024Q1,入库,"ts_min(close,244)",专属cyb IC=+0.109 方向=-1
2024Q1,入库,"ts_min(slog(ts_max(amount,40)),3)",专属kc50 IC=+0.034 方向=-1
2024Q1,入库,"ts_min(div(ts_sum(returns,3),high),3)",专属kc50 IC=+0.094 方向=-1
2024Q1,入库,"add(ssqrt(beta120),ts_mean(entropy120,10))",专属kc50 IC=+0.094 方向=-1
2024Q1,入库,"delay(amount,120)",专属kc50 IC=+0.055 方向=-1
2024Q1,入库,"ts_min(delay(ema(returns,10),120),3)",专属kc50 IC=+0.042 方向=-1
2024Q1,入库,"ts_min(ts_tsi(ts_decay_linear(returns,5),20),3)",专属kc50 IC=+0.105 方向=-1
2024Q1,入库,"mul(ts_mean(low,120),ts_sum(close,120))",专属hongli IC=+0.156 方向=-1
2024Q1,入库,"ts_min(low,20)",专属hongli IC=+0.041 方向=-1
2024Q1,入库,"add(close,delta(ts_argmax(high,120),3))",专属hongli IC=+0.230 方向=-1
2024Q1,入库,slog(abs(returns)),专属hongli IC=+0.062 方向=+1
2024Q1,入库,"ts_mean(low,244)",专属hongli IC=+0.114 方向=-1
2024Q1,入库,"abs(ts_sum(returns,20))",专属hongli IC=+0.068 方向=+1
2024Q1,入库,"ts_corr(ts_rank(open,244),ts_argmin(amount,10),10)",专属hongli IC=+0.039 方向=-1
2024Q1,入库,"delay(delay(ema(high,5),5),120)",专属hongli IC=+0.031 方向=-1
2024Q1,入库,"mul(ts_mean(ema(delay(add(open,close),120),120),120),low)",专属hongli IC=+0.229 方向=-1
2024Q2,立即退役,"ssqrt(ts_argmax(volume,5))",IC=-0.037
2024Q2,立即退役,"ts_rank(ts_er(open,5),3)",IC=-0.081
2024Q2,立即退役,"ts_std(abs(ts_zscore(open,244)),3)",IC=-0.041
2024Q2,立即退役,"div(ts_std(ts_std(volume,5),10),open)",IC=-0.027
2024Q2,黄牌退役,"ts_corr(ts_decay_linear(amount,40),ts_max(amount,3),10)",IC=-0.017
2024Q2,立即退役,"ts_argmax(returns,244)",IC=-0.073
2024Q2,黄牌退役,"ts_max(ts_slope(ts_tsi(amount,40),10),244)",IC=-0.001
2024Q2,立即退役,"ts_std(ts_std(ts_std(amount,40),10),3)",IC=-0.041
2024Q2,黄牌退役,"ts_argmin(ts_argmin(ts_rank(returns,5),3),3)",IC=-0.019
2024Q2,立即退役,"ts_er(ts_argmin(beta120,10),10)",IC=-0.030
2024Q2,立即退役,"ts_max(ts_corr(ts_corr(close,amount,5),add(close,close),244)",IC=-0.096
2024Q2,立即退役,"mul(mul(delta(delta(mul(returns,returns),40),244),amount),am",IC=-0.038
2024Q2,立即退役,"mul(delta(delta(mul(returns,returns),40),40),ssqrt(delta(ts_",IC=-0.034
2024Q2,黄牌退役,"mul(delta(mul(amount,mul(returns,returns)),5),ssqrt(ts_sum(v",IC=-0.019
2024Q2,立即退役,"ts_tsi(ts_std(high,5),10)",IC=-0.054
2024Q2,立即退役,"ts_corr(ts_corr(ts_min(entropy120,5),returns,10),high,3)",IC=-0.044
2024Q2,黄牌退役,"ts_corr(ts_corr(ts_min(entropy120,5),returns,10),open,3)",IC=-0.000
2024Q2,立即退役,"ts_tsi(delta(abs(ts_er(neg(close),20)),5),3)",IC=-0.024
2024Q2,立即退役,"ema(div(high,returns),5)",IC=-0.027
2024Q2,立即退役,"ts_tsi(ts_zscore(add(ts_mean(low,244),div(ts_tsi(returns,5),",IC=-0.037
2024Q2,立即退役,"div(open,low)",IC=-0.028
2024Q2,立即退役,"ts_rank(ts_std(close,40),60)",IC=-0.035
2024Q2,黄牌退役,"delta(ts_std(entropy120,3),10)",IC=-0.013
2024Q2,黄牌退役,"mul(sub(open,high),ts_std(close,3))",IC=-0.007
2024Q2,立即退役,"ts_corr(slog(open),entropy120,20)",IC=-0.021
2024Q2,立即退役,"mul(ema(ts_argmin(ts_corr(returns,volume,60),5),60),open)",IC=-0.028
2024Q2,立即退役,"ts_rank(mul(beta120,high),3)",IC=-0.055
2024Q2,复职,"ts_std(ts_tsi(add(returns,high),40),3)",场外IC=+0.047
2024Q2,复职,"ts_argmin(div(open,high),5)",场外IC=+0.056
2024Q2,复职,"add(ssqrt(ts_max(entropy120,3)),ssqrt(slog(abs(returns))))",场外IC=+0.124
2024Q2,复职,"ts_std(mul(ts_zscore(beta120,10),ts_min(beta120,244)),3)",场外IC=+0.074
2024Q2,复职,"ts_std(high,3)",场外IC=+0.123
2024Q2,复职,"abs(ts_std(high,3))",场外IC=+0.123
2024Q2,复职,"abs(slog(slog(ts_zscore(returns,20))))",场外IC=+0.064
2024Q2,复职,"ts_rank(ts_argmin(close,5),60)",场外IC=+0.100
2024Q2,复职,"ts_std(div(ts_mean(returns,3),close),3)",场外IC=+0.119
2024Q2,复职,"delay(ts_sum(returns,244),120)",场外IC=+0.059
2024Q2,复职,"ts_std(div(entropy120,high),10)",场外IC=+0.111
2024Q2,复职,"abs(ts_zscore(abs(amount),5))",场外IC=+0.053
2024Q2,复职,"delay(ts_std(ts_argmax(beta120,40),20),244)",场外IC=+0.048
2024Q2,复职,"ts_std(ts_argmax(entropy120,120),20)",场外IC=+0.031
2024Q2,复职,"abs(neg(abs(slog(delta(high,5)))))",场外IC=+0.104
2024Q2,复职,"ts_std(ema(ts_zscore(amount,40),40),3)",场外IC=+0.115
2024Q2,复职,"ts_std(add(abs(delta(amount,10)),beta120),3)",场外IC=+0.057
2024Q2,复职,"ts_zscore(ts_er(ts_tsi(div(low,high),40),60),10)",场外IC=+0.124
2024Q2,复职,"delay(slog(div(delay(close,10),entropy120)),244)",场外IC=+0.098
2024Q2,入库,"mul(neg(entropy120),ts_min(close,120))",专属hs300 IC=+0.140 方向=+1
2024Q2,入库,"mul(mul(delay(neg(ts_min(entropy120,120)),120),neg(ts_min(entropy120,120))),mul(",专属hs300 IC=+0.213 方向=-1
2024Q2,入库,"mul(delay(close,20),ts_min(ts_min(entropy120,3),3))",专属hs300 IC=+0.039 方向=-1
2024Q2,入库,"mul(delay(close,120),mul(ts_argmin(ts_corr(volume,beta120,40),20),ts_min(mul(ent",专属hs300 IC=+0.026 方向=-1
2024Q2,入库,"mul(neg(entropy120),mul(entropy120,close))",专属hs300 IC=+0.197 方向=+1
2024Q2,入库,"ts_slope(returns,20)",专属hs300 IC=+0.168 方向=-1
2024Q2,入库,"mul(ts_min(entropy120,5),mul(close,ts_rank(open,3)))",专属hs300 IC=+0.183 方向=-1
2024Q2,入库,"ts_er(mul(sub(open,high),delay(open,5)),3)",专属hs300 IC=+0.046 方向=-1
2024Q2,入库,"add(ts_std(div(div(amount,low),high),20),ts_std(low,3))",专属zz500 IC=+0.024 方向=+1
2024Q2,入库,"ts_corr(delta(open,10),delta(open,10),40)",专属zz500 IC=+0.048 方向=-1
2024Q2,入库,"add(ts_argmin(low,20),ts_std(high,3))",专属zz500 IC=+0.029 方向=+1
2024Q2,入库,"div(open,ts_std(low,10))",专属zz500 IC=+0.124 方向=-1
2024Q2,入库,"ts_std(abs(abs(ema(high,60))),5)",专属zz500 IC=+0.108 方向=+1
2024Q2,入库,"ema(abs(sub(high,open)),3)",专属zz1000 IC=+0.057 方向=+1
2024Q2,入库,"div(sub(low,abs(sub(high,open))),abs(ts_std(open,5)))",专属zz1000 IC=+0.082 方向=-1
2024Q2,入库,"ts_argmax(ts_slope(ts_argmax(close,5),10),10)",专属kc50 IC=+0.051 方向=-1
2024Q2,入库,"ts_min(ts_argmax(ts_tsi(close,5),10),3)",专属kc50 IC=+0.071 方向=+1
2024Q2,入库,"ts_argmax(beta120,10)",专属kc50 IC=+0.045 方向=-1
2024Q2,入库,"ts_min(slog(ts_argmin(returns,10)),3)",专属kc50 IC=+0.108 方向=-1
2024Q2,入库,"ts_min(ts_min(ts_argmax(open,5),3),3)",专属kc50 IC=+0.090 方向=+1
2024Q2,入库,"ts_argmax(ts_zscore(close,5),10)",专属kc50 IC=+0.103 方向=+1
2024Q2,入库,"ts_min(ts_slope(ts_argmax(ts_argmax(open,5),5),10),3)",专属kc50 IC=+0.036 方向=-1
2024Q2,入库,"ts_slope(ts_argmax(ts_min(close,3),5),3)",专属kc50 IC=+0.059 方向=-1
2024Q2,入库,"neg(ts_min(open,60))",专属hongli IC=+0.125 方向=+1
2024Q2,入库,"abs(ts_mean(returns,20))",专属hongli IC=+0.036 方向=+1
2024Q2,入库,"ts_std(neg(close),5)",专属hongli IC=+0.019 方向=+1
2024Q2,入库,"ts_tsi(ts_zscore(returns,5),5)",专属hongli IC=+0.024 方向=+1
2024Q2,入库,"ts_min(ts_zscore(beta120,3),60)",专属hongli IC=+0.049 方向=-1
2024Q2,入库,"mul(entropy120,high)",专属hongli IC=+0.223 方向=-1
2024Q2,入库,"ts_rank(ts_std(amount,60),5)",专属hongli IC=+0.077 方向=+1
2024Q3,立即退役,"div(ts_rank(ts_tsi(returns,40),60),open)",IC=-0.039
2024Q3,立即退役,"ts_er(ts_er(ts_zscore(returns,5),10),5)",IC=-0.040
2024Q3,立即退役,"ts_rank(ts_rank(ts_rank(ts_rank(returns,20),5),5),5)",IC=-0.041
2024Q3,黄牌退役,"ts_std(div(delay(delay(returns,60),60),returns),5)",IC=-0.011
2024Q3,立即退役,"ts_zscore(ts_zscore(ts_zscore(ts_er(ts_zscore(returns,5),5),",IC=-0.022
